b,chi,k,lambdaP,p,phi,psi,psi1,psi2,psi3,q,r,score
2,0.720296634,5,0.134881618,0.700573388,2.576253921,0.226769927,0.541191758,0.820569131,0.734894728,6,9,242.5036675
8,3.725099,4,0.908419292,0.899166828,4.073613218,1.465791018,0.613845999,0.895274244,0.713759244,2,10,242.5036675
6,0.116369686,4,0.807909659,0.834483504,3.431853214,1.00477184,0.661415654,0.896516077,0.714282251,6,6,242.5036675
3,1.827504111,4,0.816181774,0.825434394,2.893721423,0.750137724,0.649461273,0.798274868,0.434980046,6,10,242.5036675
4,2.865279014,4,0.170695588,0.725784692,1.737458095,0.479635395,0.47302142,0.78828777,0.801971838,7,8,242.5036675
7,2.85275104,4,0.737652274,0.345333107,3.422559711,0.145521205,0.601984507,0.258415596,0.578275525,5,10,242.5326064
1,3.418499618,4,0.522181648,0.675088346,2.6784349,0.668951457,0.808195599,0.169531924,0.556865114,6,9,242.6495977
5,1.059895646,6,0.691059302,0.223130419,2.02796133,0.504332181,0.558113365,0.560322467,0.392245558,8,7,242.6495977
2,2.179401078,4,0.658844769,0.814802761,3.386607455,0.85211014,0.52029184,0.813432113,0.530359748,7,8,242.6495977
6,3.40861022,3,0.320322126,0.621853725,3.3022567,0.625213664,0.191518316,0.581847107,0.561090375,4,9,242.7147397
1,1.891780586,3,0.64936149,0.477649036,3.793368403,0.104362285,0.611689358,0.476428865,0.31446966,10,4,242.7363815
3,4.317454653,3,0.305681197,0.44260164,3.606296166,0.962544876,0.491391285,0.825831292,0.533696263,7,6,242.7758537
9,3.272855097,2,0.507480449,0.777913045,1.071142076,2.139880415,0.676147131,0.353683091,0.457020442,7,2,242.8598268
4,1.262982846,2,0.692954268,0.159627496,3.972882838,1.866321337,0.578517968,0.663541466,0.499724627,9,6,242.8598268
10,0.447784901,4,0.275309687,0.324576472,2.655400183,2.351163657,0.483593157,0.556886163,0.639769777,8,10,242.8598268
7,1.459102917,3,0.785106365,0.577708075,4.956888007,1.301899437,0.323267702,0.204329865,0.369858904,10,8,242.8598268
8,1.736963686,3,0.399837293,0.517002073,3.325597642,1.895633404,0.345468335,0.57366336,0.164615315,7,3,242.8598268
5,1.1358456,5,0.864757899,0.895444006,2.627316923,4.9723347,0.524199141,0.75801927,0.687328911,7,10,242.8598268
4,2.424751045,6,0.795632943,0.703529669,2.41371155,0.637103064,0.171983732,0.805820556,0.702933306,7,9,242.8598268
7,0.356098251,5,0.825628583,0.759621134,2.190796584,0.39685493,0.705907491,0.703561734,0.670859912,8,7,242.8598268
6,0.454702551,6,0.788719303,0.880196249,0.338678943,1.827544061,0.523621302,0.777014948,0.733737226,5,5,242.8598268
2,0.897428613,5,0.630801619,0.655384953,1.410301072,1.595074901,0.644787785,0.703671429,0.239967117,6,8,242.8598268
5,0.345336554,6,0.325221724,0.49482035,0.46618684,1.045696002,0.470894566,0.800717864,0.798687027,9,6,242.8598268
6,3.008932241,4,0.481341728,0.290524093,3.873622621,0.449886654,0.487722224,0.515895103,0.695137834,9,6,242.8598268
1,2.125126265,2,0.480076041,0.430185735,3.938448861,1.120380914,0.469797193,0.559093274,0.598185049,9,6,242.8598268
6,0.38233488,5,0.239687287,0.319189425,2.448139396,1.890541487,0.453916155,0.603037805,0.684357027,8,8,242.8598268
5,1.390580538,5,0.288147819,0.610307119,2.476526439,0.107473943,0.368430355,0.397195527,0.749487215,8,7,242.8598268
4,0.946523136,6,0.984168831,0.711650062,0.872774219,1.168798051,0.801653991,0.799799066,0.822611465,5,10,242.8598268
8,0.285961072,6,0.944507432,0.826247903,3.079240097,0.718070483,0.641627683,0.827758458,0.87175215,6,10,242.8598268
9,3.925939634,4,0.931111796,0.882723515,3.631671963,0.840886472,0.597117762,0.791675714,0.589921456,6,9,242.8598268
1,1.847502125,3,0.981034469,0.872605765,3.140645968,0.537472204,0.695822353,0.866223868,0.817309925,2,10,242.8598268
7,2.290297728,3,0.544759869,0.491066943,4.001614533,1.322191183,0.838818681,0.464334466,0.159476583,10,5,242.8598268
3,2.768156462,6,0.895653994,0.875702162,2.829705954,1.071167651,0.620144355,0.849623711,0.629328159,3,10,242.8598268
7,1.060034192,6,0.623871284,0.567040578,4.468958425,1.811758203,0.78736178,0.158474177,0.887748778,4,10,242.8598268
4,1.377391629,5,0.759084021,0.63468146,2.330571372,0.647653207,0.766317326,0.55914643,0.375898608,9,6,242.8598268
2,1.269064323,3,0.503048127,0.619393887,4.998569639,1.126521661,0.541892055,0.614689062,0.43634656,9,8,242.8598268
4,3.514896195,3,0.319656329,0.467754212,4.630831454,1.288598823,0.265311325,0.337305409,0.229273185,10,6,242.8598268
6,0.466720434,5,0.898971799,0.690259326,0.218622953,3.559393444,0.592718775,0.586979493,0.776074515,8,10,242.8598268
9,4.993638388,2,0.710556423,0.214244251,3.017937456,2.314892695,0.22149715,0.751467023,0.583694447,5,10,242.8598268
4,0.186419498,5,0.252060769,0.701476229,1.863530238,0.287703631,0.447913119,0.742576448,0.874978128,8,8,242.8598268
1,3.61613033,5,0.325364138,0.636517106,3.749897363,0.389504239,0.795356844,0.558179124,0.54893363,9,8,242.8598268
6,2.043280441,4,0.813252675,0.405172293,3.358902255,0.705925224,0.72712358,0.840029284,0.725714819,5,6,242.8598268
8,4.769917759,2,0.641945944,0.408338224,4.65408487,1.695018628,0.384010466,0.849916976,0.359250926,6,7,242.8598268
1,1.688451369,3,0.124569112,0.55112752,4.574305641,0.913463571,0.435888681,0.434926844,0.477991917,9,6,242.8598268
4,1.107420085,6,0.921757313,0.668793151,0.560656913,0.605139943,0.677617227,0.781280716,0.899267131,9,9,242.8598268
1,1.643203191,2,0.59435201,0.570689684,2.081791969,1.114287333,0.717548985,0.116764764,0.561583416,4,6,242.8598268
8,1.147771947,2,0.582381918,0.356615327,2.80455616,0.902974621,0.595000094,0.763448722,0.444244956,7,8,242.8598268
4,0.556198711,5,0.173599846,0.78484627,1.545207756,1.163779406,0.409344104,0.748714372,0.736294205,8,8,242.8639352
3,1.506564318,4,0.881162053,0.89837808,0.329995882,0.608897156,0.557750217,0.763884898,0.816874795,3,10,242.8639352
1,2.936413585,3,0.516440773,0.845484794,3.411855215,1.050146135,0.664995827,0.186376212,0.514269808,4,9,242.8823117
10,1.646647892,5,0.526271354,0.304555854,0.386587211,4.455734484,0.494540379,0.216514716,0.401513501,2,7,242.8873546
5,1.434257092,5,0.536732189,0.369059915,2.085057932,4.071538506,0.551208779,0.694477771,0.56592394,10,5,242.8873546
6,1.611457058,3,0.722713438,0.478056346,4.661728817,0.522912991,0.318030622,0.18517028,0.361294322,10,7,242.8873546
3,0.844250468,5,0.96475498,0.71971065,1.676786954,0.724874626,0.682010735,0.899126758,0.775978136,5,9,242.8873546
4,1.109790849,5,0.810306403,0.725733354,3.329095315,0.316247673,0.553558822,0.679588511,0.626811901,6,10,242.8873546
3,1.947378806,4,0.901750345,0.578401176,3.056286389,0.236496428,0.654073629,0.819042972,0.408935808,6,8,242.8873546
5,0.105813888,5,0.338907444,0.688574846,2.19020691,0.575812586,0.422015755,0.727557929,0.822379507,9,7,242.8873546
6,0.249088861,6,0.94348587,0.867604411,0.158415847,3.1838231,0.53027199,0.755238612,0.67553586,3,10,242.8873546
2,2.500883208,5,0.360790237,0.66667489,2.925213011,0.103586233,0.501861911,0.721302449,0.638009996,8,9,242.8873546
3,1.764011642,4,0.464293662,0.557438741,2.901065212,3.848538915,0.361142586,0.500604535,0.125008537,10,3,242.8873546
3,3.117171136,4,0.988316097,0.398496484,4.387090297,0.52228727,0.579850111,0.342680566,0.345517866,3,5,242.8873546
3,0.267465286,4,0.957369136,0.819800741,3.046113534,0.341447668,0.639732898,0.845339548,0.610695113,2,10,242.8873546
2,4.574644158,6,0.975179518,0.6123756,4.239375278,0.533845639,0.712706233,0.189728468,0.638906479,5,10,242.8873546
10,1.339260459,2,0.525790175,0.504597569,4.762785132,1.048964345,0.484074506,0.101596149,0.477629967,9,8,242.8873546
3,1.866590715,4,0.9086743,0.478024518,3.378211282,0.595523523,0.442648521,0.477086558,0.157124244,10,5,242.8873546
6,1.064079565,6,0.465618503,0.601334936,4.587230555,0.870814862,0.129726639,0.75717084,0.358251786,4,9,242.8873546
5,0.705453571,5,0.650908006,0.784063151,2.733677149,0.638821921,0.435094258,0.85415047,0.752816988,7,9,242.8873546
8,4.976616593,2,0.571548944,0.395497712,3.022207565,1.328853418,0.648652363,0.349813602,0.242650058,6,7,242.8873546
6,0.37193204,5,0.717853575,0.832280065,2.881865368,0.79724992,0.462981517,0.545406067,0.489282941,8,9,242.8873546
5,3.084098775,3,0.297263717,0.562429535,3.667760191,0.594298578,0.394406413,0.403054551,0.57144969,8,8,242.8873546
9,4.140863136,2,0.680803195,0.468383886,3.667680364,1.436671199,0.178251247,0.882291654,0.644962814,6,6,242.8873546
8,4.529441874,2,0.622861773,0.425703526,3.932154838,1.287169194,0.438020845,0.43452804,0.442578128,6,6,242.8873546
4,0.650513336,5,0.490725829,0.760720917,4.782991691,0.475915469,0.425038513,0.803350228,0.783863762,6,6,242.8873546
1,3.167531938,3,0.307280534,0.656327236,3.672914186,0.281749646,0.488054696,0.620093963,0.574105689,8,9,242.8873546
4,0.816577787,5,0.37172639,0.748630668,2.272164489,0.621548374,0.313801574,0.654947084,0.850956376,8,6,243.0030309
6,0.8643331,4,0.947845391,0.346470907,4.458442049,0.100237797,0.27836936,0.379624447,0.184971255,9,7,243.0925407
2,1.169252954,6,0.331476815,0.582697783,3.361293608,0.860134632,0.413210713,0.639676785,0.41706918,9,4,243.0925407
6,2.23886048,3,0.865591368,0.577886023,4.623814969,1.814182027,0.246854554,0.519614961,0.241857506,10,8,243.0925407
2,2.765115467,3,0.57229041,0.535465586,2.635886074,0.401117407,0.742018281,0.447201629,0.630736016,9,4,243.0925407
8,2.098355684,3,0.280525046,0.564343732,4.565188546,1.393078159,0.625015865,0.389383405,0.198688906,9,4,243.0925407
4,2.192314515,6,0.903920062,0.820797505,3.821460808,0.704095348,0.623372673,0.811582546,0.854384011,4,10,243.0925407
7,0.68298638,6,0.532426408,0.340416398,1.275280065,2.111865274,0.434531608,0.604981193,0.281579968,8,8,243.0925407
8,1.283200287,2,0.616627228,0.389674346,0.979712078,1.300640245,0.720954096,0.892118288,0.39949906,8,8,243.0925407
7,0.928298854,6,0.48259856,0.422876607,4.600924063,1.547029026,0.630594999,0.803831012,0.381002124,4,1,243.0925407
10,4.573068292,2,0.695567031,0.301440536,2.242998651,1.643333895,0.506960844,0.851855321,0.604095022,7,8,243.0925407
10,4.968275952,2,0.654169073,0.495203243,4.664535163,2.008974518,0.374037577,0.80897546,0.652578089,7,6,243.0925407
7,3.326076022,2,0.550164234,0.430279838,4.223504928,1.140006836,0.680460469,0.101143418,0.575105039,5,7,243.0925407
2,0.964748205,4,0.399890179,0.649077279,2.438846343,0.594632032,0.766402051,0.633452215,0.400658699,9,8,243.0925407
8,1.387270503,2,0.554458293,0.725880953,2.157480605,0.820760762,0.706805736,0.117993919,0.42918891,7,8,243.0925407
10,3.654196763,2,0.709665283,0.861330907,4.288292236,1.21021762,0.51120126,0.859837191,0.571566869,7,9,243.0925407
8,4.355220444,2,0.700163231,0.473491087,4.841695336,1.433174455,0.510551154,0.764825601,0.555167612,7,8,243.0925407
6,3.377028406,4,0.42859108,0.494457093,3.471784604,0.867353246,0.618724179,0.215973419,0.680940601,5,10,243.0925407
6,0.206578404,6,0.174886647,0.682379579,0.666300384,0.347560546,0.534124525,0.774798753,0.871552667,7,8,243.0925407
7,0.284706503,5,0.503352112,0.751891911,1.647446607,0.677623344,0.605306054,0.667135158,0.34085204,8,7,243.0925407
9,1.829472085,2,0.693417788,0.442113002,2.945606103,1.662798176,0.285725797,0.864570785,0.648342438,7,5,243.0925407
9,2.005703778,2,0.597343881,0.459492593,4.572970119,1.747607967,0.569347334,0.412965812,0.475053941,9,8,243.1782074
8,1.306812915,6,0.657395286,0.340152769,0.686714544,1.498214551,0.605736772,0.527099614,0.272528705,4,10,243.3516741
9,0.383021842,2,0.499508993,0.101055274,2.515672255,1.525533802,0.525318381,0.584932424,0.68817342,7,5,243.3516741
3,2.064555152,3,0.989740002,0.614948115,3.240608778,0.439796061,0.712217386,0.423831224,0.809302287,6,10,243.3516741
1,2.684485513,3,0.449803375,0.354992702,3.745596536,0.753835689,0.462798929,0.50529019,0.498341505,10,3,243.3821342
2,0.308699164,5,0.932984292,0.83585907,2.807526156,0.180522192,0.630836326,0.818943305,0.423900598,2,10,243.3821342
7,2.19042411,2,0.527578264,0.402228491,4.986528287,0.866535513,0.634999368,0.442374117,0.368245881,3,5,243.5280644
2,1.558391564,3,0.211995877,0.533023432,0.912897265,0.735086255,0.561949794,0.381574642,0.262227856,10,9,243.5593117
1,2.916142275,4,0.165340152,0.145728793,3.159197614,3.804738154,0.801663658,0.313333498,0.647671726,10,10,243.5924675
1,1.247288647,5,0.103110845,0.253791059,1.242320389,0.950932511,0.425948841,0.60302558,0.481868961,10,8,243.5924675
1,2.643161897,2,0.670469986,0.852792074,4.519502205,1.125645574,0.711796204,0.195693202,0.528874773,2,9,243.5924675
2,1.579908407,4,0.746468954,0.580707173,1.867827723,0.915249639,0.345827459,0.761734399,0.403353928,9,8,243.7094589
9,4.451947591,2,0.624172476,0.46791897,4.543171877,2.221826102,0.400637421,0.868752417,0.624163617,2,6,243.7094589
10,0.634409196,5,0.789870901,0.723495431,2.040450736,1.232154821,0.478156271,0.731444682,0.860331439,7,7,243.7382934
1,3.428096004,3,0.380242358,0.589808631,3.616811225,0.77296607,0.592609005,0.403364357,0.510094244,5,9,243.7382934
5,1.157029211,4,0.732447157,0.617995413,2.69499611,0.188541606,0.626665163,0.722969044,0.52111014,8,9,243.7382934
1,0.501915904,5,0.358153038,0.683462699,1.643630055,0.192781122,0.693048045,0.735864859,0.80724461,6,9,243.7382934
6,3.562521359,5,0.450003434,0.569923526,4.069736736,0.848916209,0.781320238,0.129262917,0.594920504,9,9,243.7382934
6,2.334516934,2,0.658904679,0.51112156,3.438207002,1.033306841,0.415587639,0.46797756,0.697243527,9,6,243.7382934
6,0.368738616,4,0.459379005,0.559597057,4.927584692,1.074348343,0.355633495,0.272497224,0.287368325,9,7,243.8316064
6,1.17544592,3,0.823490366,0.415092163,4.999398938,1.10429308,0.165308929,0.567621688,0.31941658,10,7,243.8316064
6,2.01970223,3,0.219271826,0.546378318,3.989712443,1.61996024,0.553360358,0.365155435,0.101641377,8,5,243.8316064
3,2.609347602,3,0.151077696,0.821596104,3.457233303,1.255795113,0.571071063,0.71574545,0.832597033,2,9,243.8316064
4,0.984292059,6,0.573054956,0.671508209,4.80646645,4.495840834,0.835823967,0.5877371,0.338336565,6,10,243.8316064
10,4.519489813,5,0.268893873,0.543552184,2.591601353,1.925597551,0.232072114,0.506306873,0.535631226,8,6,243.8316064
7,1.888572262,4,0.214060547,0.184945266,0.187521221,1.727107385,0.199001009,0.544329799,0.603775721,5,3,243.9196879
2,1.600790992,3,0.817551906,0.709327858,4.208377008,0.758660291,0.816756143,0.585622373,0.444861064,8,10,243.9196879
7,0.665340315,3,0.7818403,0.412178464,1.698982189,1.380248913,0.305253158,0.257417574,0.211469317,4,6,243.9196879
3,3.387832523,2,0.555016032,0.444303968,0.880457619,3.705659676,0.681066343,0.359586588,0.538963494,5,8,243.9196879
4,1.41844255,4,0.427064826,0.671917465,2.398341714,0.990973724,0.411388638,0.218902283,0.788335609,7,8,243.9196879
7,3.778129422,2,0.804238273,0.413468993,4.10388621,2.090635675,0.545525408,0.32692053,0.182890021,2,3,243.9196879
5,0.612251684,5,0.364820088,0.389418938,2.333161598,0.671330964,0.446487189,0.548145692,0.772542108,9,6,243.9196879
1,3.1062192,2,0.540738163,0.450191618,3.696886719,1.363847715,0.359446066,0.358324153,0.434928542,10,8,243.9196879
2,2.202359643,3,0.949299143,0.899766394,3.133822893,1.640334615,0.746036604,0.858208959,0.540672414,3,9,243.9196879
7,1.109560982,6,0.368708721,0.303579386,4.16685754,1.096292082,0.517701343,0.5554024,0.101540566,4,3,243.9196879
7,1.684205135,4,0.640002194,0.461692672,0.538152753,2.027507417,0.773128542,0.547387939,0.30740226,9,9,243.9196879
6,0.354630021,5,0.801707462,0.247698738,1.039435431,0.83206964,0.483232313,0.624608165,0.776813978,6,5,243.9196879
4,0.549228896,6,0.987233865,0.744633148,1.512150244,0.105842878,0.553965891,0.797227753,0.874094381,4,10,243.9196879
9,4.429475058,2,0.899494429,0.845576333,4.052491427,1.006684513,0.625861363,0.82653093,0.558986555,5,10,243.9196879
10,3.447517688,2,0.548221662,0.520836995,4.169061091,1.908780862,0.333343565,0.250049859,0.630233539,6,5,243.9196879
7,0.890696006,6,0.111156697,0.800988042,1.148473105,1.133464259,0.478140873,0.786764502,0.816885733,7,10,243.9196879
2,2.635385298,4,0.80594793,0.320796045,3.410665944,2.406948827,0.194406198,0.807413323,0.664061489,2,5,243.9196879
8,4.575252676,5,0.782921584,0.321143949,2.818846205,1.286848431,0.576824151,0.834622177,0.628621739,6,7,243.9196879
7,0.762694851,6,0.295857731,0.554813916,1.275574683,0.886486772,0.279637213,0.407960401,0.82931138,6,7,244.0643204
6,1.484182682,4,0.684023952,0.300526914,4.968523529,2.103800174,0.189246799,0.240130698,0.339447587,3,7,244.0643204
5,0.397784299,5,0.329407267,0.110996619,2.01283306,0.418851494,0.372854298,0.830589311,0.857203913,10,6,244.0643204
5,0.777578144,5,0.297004806,0.137336283,2.354789399,0.345679315,0.340970873,0.333617841,0.742276785,8,7,244.0643204
9,3.072267308,2,0.62774628,0.419211843,2.766601747,2.349512519,0.247688231,0.802643231,0.751451798,7,5,244.0643204
8,4.970705695,2,0.661982999,0.373806413,2.968210522,1.311790142,0.602730553,0.888257454,0.518967593,7,8,244.0643204
6,3.011727665,3,0.391949032,0.627649653,3.450634131,0.670985689,0.670432601,0.300138188,0.741467395,4,9,244.0643204
7,2.749352598,2,0.758640124,0.678504308,1.453666258,0.672741638,0.144711348,0.850476541,0.372730294,9,9,244.1524019
8,0.288561028,6,0.915894272,0.856972047,0.839347821,1.805648861,0.563266285,0.722206282,0.670946715,3,5,244.1524019
2,0.806833279,6,0.310111983,0.862685932,3.495876634,0.929871232,0.583299341,0.83452917,0.565875291,3,9,244.1524019
8,0.3961373,5,0.709596218,0.752513915,2.029300138,0.446673342,0.707578522,0.767085893,0.328909073,8,8,244.1524019
9,4.051675878,2,0.634725869,0.488364065,4.367164717,1.718474923,0.31912648,0.897430934,0.647328618,6,6,244.1524019
8,4.439341943,2,0.550804817,0.419546345,3.868731023,1.46113642,0.445529935,0.338136305,0.713200801,6,6,244.1524019
1,0.597617456,3,0.418844219,0.831896462,3.907753926,0.738205279,0.660501337,0.82204029,0.614431416,5,9,244.2011546
5,4.805008369,5,0.691941255,0.646544249,2.013940913,1.278591606,0.427869475,0.752854546,0.720358077,8,7,244.2013062
6,2.65745412,3,0.378911362,0.528092439,3.822814638,1.451556199,0.643194865,0.399668699,0.151574192,9,4,244.2152934
6,0.726863844,5,0.845778723,0.633939514,2.594168952,0.573224607,0.463566917,0.409957345,0.104934077,9,5,244.2152934
8,4.383492052,2,0.682755634,0.507638159,1.792059352,1.499614834,0.445540452,0.696023009,0.221171733,9,7,244.2746537
10,0.819612929,4,0.253342628,0.12735036,2.776933192,0.186961185,0.365991423,0.547178047,0.769664322,9,10,244.5879255
5,2.477282163,3,0.309903442,0.394675853,4.117389706,1.609094603,0.588529062,0.527952039,0.696470694,9,3,244.6294019
9,4.007701431,2,0.616868598,0.461269943,3.847944862,1.759287466,0.567763057,0.865483674,0.61482145,5,5,244.6294019
7,1.950788966,2,0.581429557,0.34622599,2.795679336,1.024336787,0.718547794,0.450292056,0.378828254,5,8,244.6294019
7,0.16206038,6,0.965871516,0.840568417,0.628508109,0.93419812,0.586662797,0.839628251,0.774139571,5,9,244.6294019
1,4.117041016,2,0.428051094,0.485987335,1.193489289,3.04945414,0.659353101,0.449652252,0.557626601,6,9,244.7981546
5,0.785659034,5,0.26075025,0.679264348,2.819922284,0.384751491,0.383402973,0.489907439,0.781917949,8,7,244.7981546
7,3.383781088,6,0.953704248,0.894256548,4.800872065,2.189426138,0.529201412,0.782897828,0.898753579,3,9,244.7981546
1,2.975165761,3,0.209742363,0.160239403,3.645625798,1.856240015,0.509834539,0.422285613,0.584467434,9,9,244.7981546
8,1.500983379,2,0.733649453,0.43214499,4.547156229,1.305979408,0.689178588,0.419011853,0.415034851,3,10,244.7981546
2,2.460447487,3,0.191254925,0.46754196,3.583479914,1.223305991,0.450777508,0.392993601,0.584402299,10,8,244.7981546
8,2.737714417,2,0.70204407,0.501206622,4.344924607,2.400398561,0.584158837,0.293814642,0.556815538,6,9,244.7981546
4,0.657776292,6,0.921539915,0.748916058,2.165227058,0.498376795,0.59351198,0.779168627,0.795830701,7,9,244.7981546
3,1.627039819,4,0.583737008,0.302214728,4.225924439,2.695339819,0.675117675,0.597599057,0.42055121,5,10,244.7981546
1,2.079964024,3,0.583696211,0.454862596,4.104281799,1.227299074,0.61727233,0.370127156,0.502253902,6,9,244.7981546
5,0.278354658,5,0.288096091,0.664363093,3.368398058,0.101567845,0.488895511,0.791917521,0.770955234,8,10,244.7981546
5,0.735993916,6,0.944862665,0.731583077,1.356695856,0.220201689,0.680611022,0.765933965,0.859305512,4,10,244.7981546
9,0.652806175,2,0.621348035,0.559618508,2.744188341,1.207156685,0.816065806,0.447740493,0.411928564,6,8,244.7981546
4,1.432228753,5,0.866144496,0.7197493,2.525185377,2.546019392,0.302629628,0.716612263,0.795182867,8,10,244.7981546
7,3.732928223,2,0.493150413,0.442174507,4.4483354,1.337368001,0.164161069,0.152841706,0.58195455,4,6,244.7981546
2,0.383747665,4,0.905039627,0.854310589,2.954012262,0.40879051,0.656295981,0.458549655,0.52787653,7,10,244.7981546
1,3.735473941,2,0.689447885,0.611613403,2.649397714,1.250254067,0.76280985,0.581716234,0.449600981,10,8,244.7981546
3,0.564825584,4,0.893010985,0.856839398,2.887385882,0.792041861,0.615831539,0.872860279,0.321767772,2,10,244.7981546
10,4.238694587,2,0.431362978,0.611386907,2.236398337,2.376824938,0.274765613,0.742221595,0.612130051,8,8,244.7981546
4,0.599375352,5,0.803360175,0.101868516,3.14595869,2.285325788,0.241522406,0.785674465,0.731414329,8,10,244.8227742
4,0.677062735,5,0.715386586,0.686866425,2.598637805,0.106551529,0.397260242,0.795900579,0.862887504,7,8,244.8257494
5,1.278057896,5,0.848848091,0.846003074,2.192049093,0.717189987,0.268671591,0.862603072,0.874194519,9,6,244.9204064
5,3.124806499,4,0.762859215,0.618913927,3.58905752,0.107631918,0.205563986,0.661406901,0.535089562,9,7,244.9204064
10,4.473458576,2,0.6062427,0.305640284,3.797843452,1.556648057,0.406556419,0.41186112,0.740291127,6,6,245.0373977
4,0.633122482,5,0.612827034,0.628942067,1.728622534,0.621671646,0.432652851,0.693964069,0.469665861,8,8,245.2476268
3,3.297924826,3,0.428740508,0.514712638,0.122071484,4.875664699,0.856988507,0.723330007,0.72415998,10,6,245.2751546
5,0.501275336,3,0.662714603,0.722109205,3.51732228,2.216567641,0.826044255,0.453937185,0.578677342,7,8,245.2751546
5,1.654157865,3,0.84159205,0.645996981,4.843524541,0.757345843,0.404339186,0.185662777,0.300589089,9,8,245.2751546
2,4.93635538,2,0.650565266,0.381431506,2.561774695,2.685227815,0.6194383,0.474351286,0.394214617,10,6,245.2751546
6,1.213419711,6,0.572187009,0.657102448,2.742987442,1.054410124,0.634893846,0.637488475,0.684368266,8,9,245.2751546
4,0.139427485,6,0.225675846,0.830677588,2.512644171,0.457946615,0.335210738,0.792813405,0.830837303,8,8,245.2751546
2,2.436854303,3,0.578037289,0.450822244,3.777395962,0.516306914,0.766207543,0.455246341,0.507973066,10,5,245.2751546
5,0.713106559,5,0.582329415,0.477854898,2.407001191,0.376216611,0.463576781,0.510605711,0.356018125,9,6,245.2751546
9,1.674983144,2,0.723194794,0.156971027,2.279848013,1.127721671,0.559949008,0.529093225,0.610006055,8,7,245.2751546
2,2.035124251,3,0.870206899,0.887452895,3.259416413,0.816511584,0.736804884,0.866233787,0.726133991,5,10,245.2751546
4,2.394164087,3,0.289774747,0.788027658,4.317187642,0.659764604,0.456277584,0.804042917,0.821081952,2,7,245.2751546
6,0.361532069,6,0.987127505,0.863730483,0.509976309,0.101345319,0.517422598,0.777717374,0.759943199,4,10,245.2751546
3,4.283388252,3,0.635167912,0.576847667,3.823791012,2.180223741,0.744178121,0.861597009,0.656274297,6,6,245.2751546
7,0.10779356,2,0.970774527,0.853302333,0.446061385,4.05022767,0.619383591,0.850539011,0.781569661,6,9,245.2751546
7,2.177669409,3,0.357953778,0.459906131,4.401973017,1.158327976,0.370965266,0.4340757,0.231929548,9,5,245.4803407
2,2.178004439,4,0.117620525,0.743570236,2.514043434,0.623916584,0.431655742,0.618279623,0.689949308,8,8,245.4803407
4,3.685354008,6,0.934974911,0.782431798,3.882679463,0.509201438,0.637292244,0.118847363,0.777110804,5,10,245.4803407
1,1.732573524,4,0.538007412,0.816768574,1.686889872,0.745419413,0.535387746,0.664022565,0.46171209,2,8,245.7898731
2,2.052897692,5,0.851555613,0.818776354,2.724718169,4.657968995,0.714368644,0.878740882,0.858992762,6,9,246.0225871
6,1.119109078,3,0.344597074,0.569439042,3.319789027,1.004335281,0.589786403,0.267073663,0.796649449,7,9,246.0225871
5,0.429725842,6,0.132500619,0.634710601,2.682127908,0.983140724,0.499186681,0.832729949,0.870632882,9,5,246.1260934
5,1.669758753,2,0.866068275,0.51778319,4.475341225,0.484080763,0.474602898,0.562393814,0.362124612,10,8,246.6030934
5,1.200397713,2,0.44851412,0.563123312,1.97848071,1.124531844,0.333944536,0.382635418,0.206748748,9,7,246.6030934
5,0.483662394,6,0.963061702,0.718799967,0.656672046,0.117010667,0.562234887,0.76510003,0.784142648,4,10,246.6030934
8,0.90952823,6,0.820766001,0.833015412,4.858793141,1.126583336,0.621356373,0.884884005,0.727600927,5,10,246.6030934
1,0.882075863,3,0.118303622,0.735232754,3.932145167,0.126274194,0.439796017,0.803163333,0.704232557,10,4,246.8786731
4,0.46895571,5,0.868596337,0.755682146,1.990856379,2.746924336,0.736066799,0.755859518,0.789994627,6,9,247.2058934
2,2.116870768,4,0.726485662,0.790853557,3.322426184,1.208208581,0.747457478,0.870543961,0.532859626,7,9,247.2058934
3,0.925743933,5,0.202582337,0.150211078,2.652790526,0.920789934,0.520397402,0.559747413,0.71772767,8,10,247.4386074
9,0.37737597,5,0.137317274,0.567743834,1.328539915,2.10790242,0.5237247,0.652787901,0.61782475,8,5,247.4386074
4,3.281264309,4,0.406506442,0.753400709,4.005134571,0.483774021,0.482585181,0.783582597,0.855640712,10,5,248.1776731
7,0.724795194,6,0.689589734,0.634666368,4.687324126,1.179770238,0.690483476,0.872267378,0.401457829,5,10,248.5613601
4,0.377217914,5,0.278272303,0.546112935,2.128485374,0.204410833,0.368658725,0.787968542,0.838472852,7,7,249.3287204
5,1.038193001,3,0.370985222,0.606949238,2.921160989,0.115285247,0.721181007,0.454013658,0.7353908,8,8,249.5936934
6,0.745165792,4,0.881806609,0.658725983,3.450764967,0.368152108,0.532194866,0.657206746,0.769560623,4,5,249.7897815
9,4.657704586,5,0.591905748,0.141444854,3.118199263,1.599402463,0.35991579,0.476811145,0.695523318,6,7,249.967616
8,0.484127919,6,0.824327086,0.732965466,1.339443388,2.245878622,0.595367548,0.73323735,0.89740225,5,6,250.4721601
2,1.35610721,2,0.650989441,0.673082419,4.28994217,1.952900629,0.569707771,0.532207763,0.497448195,10,8,250.5661117
9,3.549990651,2,0.388716831,0.744769645,2.431359808,2.755884796,0.733206759,0.327700087,0.141138659,7,7,250.5683506
